First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
Gloria,Female,10/24/1987,4:43 AM,39833,9.631,FALSE,Engineering
Albert,Male,9/19/1992,2:35 AM,45094,5.85,TRUE,Business Development
Stephen,Male,10/29/1989,11:34 PM,93997,18.093,TRUE,Business Development
Jonathan,Male,8/21/2013,12:45 AM,121797,16.923,FALSE,Product
Ann,Female,9/23/1994,11:15 AM,89443,17.94,TRUE,Sales
Bruce,Male,05/07/1980,8:00 PM,35802,12.391,TRUE,Sales
Catherine,Female,9/25/1989,1:31 AM,68164,18.393,FALSE,Client Services
Louis,Male,8/16/2011,5:19 PM,93022,9.146,TRUE,Human Resources
Thomas,Male,03/12/2016,3:10 PM,105681,19.572,FALSE,Engineering
Louise,Female,3/27/1995,10:27 PM,43050,11.671,FALSE,Distribution
Linda,Female,02/04/2010,8:49 PM,44486,17.308,TRUE,Engineering
Alice,Female,09/03/1988,8:54 PM,63571,15.397,TRUE,Product
Patrick,Male,12/30/2002,2:01 AM,75423,5.368,TRUE,Business Development
Russell,Male,05/10/2013,11:08 PM,137359,11.105,FALSE,Business Development
Harry,Male,8/30/2011,6:31 PM,67656,16.455,TRUE,Client Services
Susan,Female,04/07/1995,10:05 PM,92436,12.467,FALSE,Sales
Denise,Female,10/19/1992,5:42 AM,137954,4.195,TRUE,Legal
Sarah,Female,12/04/1995,9:16 AM,124566,5.949,FALSE,Product
Sean,Male,1/17/1983,2:23 PM,66146,11.178,FALSE,Human Resources
Ernest,Male,7/20/2013,6:41 AM,142935,13.198,TRUE,Product
Kimberly,Female,1/26/2013,12:57 AM,46233,8.862,TRUE,Engineering
James,Male,1/15/1993,5:19 PM,148985,19.28,FALSE,Legal
Rose,Female,04/06/1982,10:43 AM,91411,8.639,TRUE,Human Resources
John,Male,12/23/1982,10:35 PM,146907,11.738,FALSE,Engineering
Maria,Female,10/15/2011,4:53 PM,43455,13.04,FALSE,Engineering
Donna,Female,11/26/1982,7:04 AM,82871,17.999,FALSE,Marketing
Gloria,Female,12/08/2014,5:08 AM,136709,10.331,TRUE,Finance
Alice,Female,10/05/2004,9:34 AM,47638,11.209,FALSE,Human Resources
Robin,Female,7/24/1987,1:35 PM,100765,10.982,TRUE,Client Services
Rose,Female,8/25/2002,5:12 AM,134505,11.051,TRUE,Marketing
Anthony,Male,10/16/2011,8:35 AM,112769,11.625,TRUE,Finance
Tina,Female,5/15/1997,3:53 PM,56450,19.04,TRUE,Engineering
George,Male,6/21/2013,5:47 PM,98874,4.479,TRUE,Marketing
Phillip,Male,1/31/1984,6:30 AM,42392,19.675,FALSE,Finance
Russell,Male,5/20/2013,12:39 PM,96914,1.421,FALSE,Product
Larry,Male,4/20/2013,4:45 PM,60500,11.985,FALSE,Business Development
Albert,Male,5/15/2012,6:24 PM,129949,10.169,TRUE,Sales
